Date,Open,High,Low,Close,Volume
03/18/2025,"90.14","91.02","90.12","90.71","23,654,750"
03/17/2025,"90.80","91.18","90.38","90.62","26,700,279"
03/14/2025,"90.01","90.41","89.86","90.17","24,657,990"
03/13/2025,"89.58","90.71","89.38","90.65","38,675,406"
03/12/2025,"90.00","90.38","89.78","89.86","32,734,570"
03/11/2025,"90.97","91.49","90.14","90.40","40,555,672"
03/10/2025,"91.08","91.63","90.91","91.05","41,440,754"
03/07/2025,"91.14","91.16","89.99","90.11","36,903,633"
03/06/2025,"90.48","90.80","89.73","90.40","42,827,473"
03/05/2025,"91.56","91.80","90.61","90.70","50,215,941"
03/04/2025,"92.44","92.79","91.27","91.43","56,721,961"
03/03/2025,"91.41","92.71","91.37","92.57","42,904,168"
02/28/2025,"91.85","92.48","91.47","92.43","49,388,602"
02/27/2025,"91.31","91.79","91.14","91.31","53,373,566"
02/26/2025,"91.42","92.06","91.20","91.96","32,220,189"
02/25/2025,"90.97","91.50","90.80","91.42","50,125,047"
02/24/2025,"89.33","90.06","89.26","89.87","26,217,990"
02/21/2025,"88.87","89.93","88.82","89.61","46,912,352"
02/20/2025,"88.45","88.76","88.45","88.54","27,913,439"
02/19/2025,"87.95","88.45","87.89","88.21","20,584,301"
02/18/2025,"88.54","88.84","88.04","88.10","29,429,170"
02/14/2025,"89.38","89.68","89.12","89.15","27,460,740"
02/13/2025,"88.09","88.89","88.07","88.68","42,718,102"
02/12/2025,"87.29","87.60","86.86","87.23","48,536,207"
02/11/2025,"88.53","88.68","88.38","88.43","21,513,020"
02/10/2025,"89.26","89.53","88.85","89.00","22,736,061"
02/07/2025,"89.24","89.45","88.94","89.27","31,171,250"
02/06/2025,"89.86","90.15","89.55","89.85","22,509,939"
02/05/2025,"89.45","90.18","89.39","89.89","48,331,180"
02/04/2025,"87.55","88.45","87.48","88.43","33,413,961"
02/03/2025,"88.58","89.10","87.80","88.16","70,657,234"
01/31/2025,"88.38","88.66","87.43","87.76","48,812,473"
01/30/2025,"88.41","88.71","88.17","88.34","25,094,900"
01/29/2025,"88.43","88.62","87.63","88.01","25,342,750"
01/28/2025,"87.84","88.20","87.66","88.19","25,519,109"
01/27/2025,"88.16","88.43","87.85","88.25","42,864,199"
01/24/2025,"86.72","87.28","86.60","87.22","21,110,359"
01/23/2025,"86.64","86.99","86.53","86.83","31,949,020"
01/22/2025,"87.87","87.98","87.32","87.51","25,278,410"
01/21/2025,"87.89","88.17","87.63","87.97","30,548,609"
01/17/2025,"87.43","87.48","87.04","87.19","29,875,609"
01/16/2025,"86.64","87.40","86.28","87.04","34,651,047"
01/15/2025,"86.70","86.98","86.40","86.76","54,120,727"
01/14/2025,"85.23","85.36","84.89","85.29","33,412,891"
01/13/2025,"85.53","85.66","85.04","85.43","33,258,922"
01/10/2025,"85.28","85.85","85.16","85.46","47,115,832"
01/08/2025,"85.47","86.20","85.34","86.03","44,590,770"
01/07/2025,"86.60","86.77","85.79","85.92","41,757,191"
01/06/2025,"87.05","87.23","86.67","86.90","30,231,490"
01/03/2025,"87.72","87.88","87.18","87.29","21,962,199"
01/02/2025,"87.80","88.12","87.21","87.57","27,841,301"
12/31/2024,"88.13","88.28","87.26","87.33","31,917,311"
12/30/2024,"87.83","88.04","87.67","87.80","48,519,633"
12/27/2024,"87.48","87.78","87.06","87.10","27,262,320"
12/26/2024,"87.21","87.96","87.20","87.82","19,996,221"
12/24/2024,"87.04","87.89","86.98","87.87","22,377,631"
12/23/2024,"88.16","88.23","87.44","87.50","32,764,561"
12/20/2024,"88.53","88.91","88.29","88.31","45,542,406"
12/19/2024,"88.07","88.39","87.51","87.81","99,083,312"
12/18/2024,"89.97","90.37","89.14","89.16","61,328,422"
12/17/2024,"90.52","90.99","90.46","90.64","23,839,891"
12/16/2024,"90.55","90.62","90.05","90.42","23,482,270"
12/13/2024,"90.80","90.85","90.08","90.15","39,485,961"
12/12/2024,"91.64","91.75","91.00","91.08","45,368,391"
12/11/2024,"93.07","93.29","92.11","92.20","38,748,398"
12/10/2024,"93.02","93.30","92.91","93.08","28,706,471"
12/09/2024,"93.99","94.04","93.47","93.52","30,509,580"
12/06/2024,"94.72","94.85","94.02","94.39","31,761,529"
12/05/2024,"93.72","94.39","93.66","94.25","23,695,820"
12/04/2024,"92.61","94.19","92.54","94.06","35,851,070"
12/03/2024,"93.93","94.03","92.99","93.06","32,768,891"
12/02/2024,"93.27","94.15","93.00","93.87","39,406,031"
11/29/2024,"93.78","93.99","93.44","93.97","31,905,740"
11/27/2024,"93.04","93.38","92.67","93.01","39,442,168"
11/26/2024,"92.16","92.44","91.81","92.37","31,122,250"
11/25/2024,"92.20","92.78","91.99","92.73","56,858,039"
11/22/2024,"90.51","90.70","90.15","90.39","21,547,551"
11/21/2024,"90.45","90.85","90.00","90.34","28,365,740"
11/20/2024,"90.15","90.83","90.11","90.41","27,755,430"
11/19/2024,"90.82","91.07","90.62","90.70","29,585,100"
11/18/2024,"89.66","90.59","89.42","90.24","36,058,672"
11/15/2024,"89.92","90.65","89.51","90.08","73,722,398"
11/14/2024,"90.56","91.03","90.27","90.32","53,328,352"
11/13/2024,"91.52","91.54","89.72","89.80","49,009,129"
11/12/2024,"91.37","91.85","90.51","90.66","57,908,367"
11/11/2024,"92.25","92.30","91.62","92.04","22,369,199"
11/08/2024,"92.00","92.60","91.84","92.49","56,756,180"
11/07/2024,"90.75","91.62","90.65","91.33","56,221,406"
11/06/2024,"89.64","90.72","89.55","90.20","98,895,688"
11/05/2024,"92.03","92.90","91.60","92.74","46,986,039"
11/04/2024,"92.28","92.57","91.63","92.25","49,747,594"
11/01/2024,"92.26","92.52","90.80","90.84","80,401,984"
10/31/2024,"92.20","92.94","91.87","92.45","52,173,754"
10/30/2024,"92.84","93.29","92.16","92.30","41,951,070"
10/29/2024,"91.17","92.06","90.98","92.03","46,545,199"
10/28/2024,"92.27","92.29","91.42","91.89","33,156,461"
10/25/2024,"92.99","93.04","92.02","92.14","28,667,061"
10/24/2024,"92.23","93.00","91.96","92.66","32,507,400"
10/23/2024,"91.84","92.37","91.66","92.07","33,354,250"
10/22/2024,"92.65","92.76","92.09","92.32","32,096,891"
10/21/2024,"93.02","93.09","92.23","92.23","49,504,699"
10/18/2024,"94.05","94.28","93.86","93.87","25,258,631"
10/17/2024,"94.29","94.44","93.67","93.80","43,427,207"
10/16/2024,"95.39","95.62","95.14","95.31","32,281,490"
10/15/2024,"94.46","95.00","94.37","94.91","46,429,047"
10/14/2024,"93.04","93.78","92.98","93.77","28,795,340"
10/11/2024,"93.48","94.07","93.42","93.70","27,406,420"
10/10/2024,"93.88","94.09","93.41","94.08","53,667,359"
10/09/2024,"94.67","94.91","94.23","94.45","35,807,680"
10/08/2024,"94.39","95.03","94.34","94.99","33,709,594"
10/07/2024,"94.98","95.27","94.76","94.83","42,606,633"
10/04/2024,"95.44","95.96","95.40","95.55","56,970,281"
10/03/2024,"97.34","97.51","96.74","96.74","39,677,770"
10/02/2024,"97.36","97.73","97.06","97.66","35,810,762"
10/01/2024,"98.80","99.33","98.39","98.49","45,254,238"
09/30/2024,"98.64","98.71","97.88","98.10","34,208,262"
09/27/2024,"98.54","98.76","98.21","98.57","28,317,631"
09/26/2024,"98.07","98.25","97.42","98.06","33,332,320"
09/25/2024,"98.26","98.32","97.79","97.83","36,738,238"
09/24/2024,"98.00","98.89","97.85","98.65","31,005,350"
09/23/2024,"98.50","99.09","98.02","98.67","35,703,930"
09/20/2024,"98.99","99.25","98.72","98.88","37,067,566"
09/19/2024,"98.92","99.31","98.77","99.26","39,979,820"
09/18/2024,"100.24","100.73","99.54","99.59","48,897,047"
09/17/2024,"101.47","101.64","100.74","100.84","31,699,369"
09/16/2024,"100.63","101.37","100.41","101.33","30,866,260"
09/13/2024,"100.46","100.61","100.02","100.41","25,722,141"
09/12/2024,"100.36","100.55","99.69","100.14","41,812,527"
09/11/2024,"100.49","101.24","100.35","100.61","39,497,047"
09/10/2024,"99.87","100.91","99.82","100.69","31,703,410"
09/09/2024,"99.40","100.10","99.16","99.99","26,961,400"
09/06/2024,"99.55","100.78","99.19","99.56","57,406,398"
09/05/2024,"99.34","99.68","98.78","99.57","47,450,879"
09/04/2024,"97.88","99.03","97.81","99.01","40,885,160"
09/03/2024,"97.56","98.06","97.42","97.75","48,916,200"
08/30/2024,"97.68","97.99","96.47","96.49","42,896,191"
08/29/2024,"97.37","97.64","97.13","97.53","24,988,240"
08/28/2024,"98.01","98.20","97.73","97.85","18,501,410"
08/27/2024,"97.49","98.08","97.41","97.97","21,507,650"
08/26/2024,"98.69","98.70","98.08","98.14","23,198,711"
08/23/2024,"98.19","98.67","97.96","98.39","32,005,080"
08/22/2024,"98.23","98.30","97.43","97.75","33,453,852"
08/21/2024,"98.67","99.20","98.21","98.73","29,229,980"
08/20/2024,"98.32","98.86","98.12","98.67","25,239,301"
08/19/2024,"97.42","98.16","97.41","97.89","25,322,141"
08/16/2024,"97.44","97.54","97.01","97.44","28,540,971"
08/15/2024,"96.41","97.10","96.21","97.10","38,723,699"
08/14/2024,"97.55","98.16","97.51","97.89","31,334,061"
08/13/2024,"97.30","97.36","96.98","97.28","30,366,939"
08/12/2024,"96.03","96.82","95.88","96.61","24,261,381"
08/09/2024,"96.51","96.54","96.09","96.26","32,141,760"
08/08/2024,"95.12","95.40","94.84","95.32","37,815,770"
08/07/2024,"95.95","96.45","95.50","95.91","51,337,129"
08/06/2024,"98.15","98.41","96.59","96.59","61,316,859"
08/05/2024,"99.69","99.94","97.90","98.80","90,686,312"
08/02/2024,"97.00","98.37","96.89","98.28","91,912,945"
08/01/2024,"95.14","95.91","95.12","95.31","77,254,242"
07/31/2024,"94.53","94.84","94.24","94.81","47,445,289"
07/30/2024,"93.75","94.05","93.30","93.85","28,169,820"
07/29/2024,"93.67","93.69","93.22","93.49","25,801,350"
07/26/2024,"92.95","93.15","92.71","92.99","34,423,770"
07/25/2024,"92.03","92.86","91.96","92.27","44,999,070"
07/24/2024,"92.59","92.85","91.47","91.52","50,757,121"
07/23/2024,"92.81","93.03","92.49","92.52","23,497,990"
07/22/2024,"93.40","93.52","92.30","92.65","36,160,367"
07/19/2024,"93.04","93.16","92.82","92.92","32,164,670"
07/18/2024,"93.68","94.14","93.38","93.47","34,553,078"
07/17/2024,"93.92","94.40","93.69","94.19","29,036,840"
07/16/2024,"93.53","94.21","93.39","94.17","36,383,719"
07/15/2024,"93.00","93.30","92.78","92.86","37,918,848"
07/12/2024,"93.53","93.94","93.34","93.94","27,796,480"
07/11/2024,"93.68","94.14","93.47","93.54","49,761,793"
07/10/2024,"92.45","92.68","92.26","92.64","23,572,471"
07/09/2024,"92.47","92.68","91.87","92.35","30,304,141"
07/08/2024,"92.54","92.85","92.22","92.76","16,095,650"
07/05/2024,"92.27","92.73","91.90","92.56","34,895,512"
07/03/2024,"91.17","91.89","91.09","91.80","35,563,312"
07/02/2024,"90.68","90.81","90.08","90.61","34,204,719"
07/01/2024,"90.42","91.08","89.82","89.91","49,735,379"
06/28/2024,"93.73","93.77","91.78","91.78","55,119,551"
06/27/2024,"93.52","93.71","93.42","93.52","23,140,770"
06/26/2024,"93.28","93.47","93.11","93.15","38,489,141"
06/25/2024,"94.07","94.55","94.04","94.50","23,160,000"
06/24/2024,"94.05","94.34","93.74","94.34","56,939,102"
06/21/2024,"94.24","94.48","93.59","93.96","22,830,881"
